id,title,filtered_words_str,label
F094,Immortal Jellyfish Confirmed by Sources,ability kind data new able. hand real skin produce stay look structure. wait live wrong say alone. — shocking claims immortal jellyfish surface internet.,FAKE
R032,New Report on Economic Growth,type treat hospital respond program throughout thing. experts discuss ongoing developments economic growth.,REAL
R033,New Report on Education,owner pretty movement though. yard ever collection throughout account product economic. provide travel role. open pretty note lead result newspaper. experts discuss ongoing developments education.,REAL
R045,New Report on Technology Breakthrough,husband return glass. religious design opportunity. without serve fly food enjoy hair. experts discuss ongoing developments technology breakthrough.,REAL
R116,New Report on Education,long enter rather feeling although. always arm board clearly state company way. provide five discussion away bit. experts discuss ongoing developments education.,REAL
F056,Celebrity Scandal Confirmed by Sources,alone dream husband quality tough crime. final ago federal and. — shocking claims celebrity scandal surface internet.,FAKE
R043,New Report on Policy,guy development key magazine hot. within third. player system across put chair wall. around adult white step soldier. experts discuss ongoing developments policy.,REAL
R145,New Report on Economic Growth,two officer society goal. event particularly year computer western house. street image especially concern. experts discuss ongoing developments economic growth.,REAL
F200,Secret Cure Confirmed by Sources,involve wide push. better detail finish entire participant back different. response police family. — shocking claims secret cure surface internet.,FAKE
F034,Celebrity Scandal Confirmed by Sources,provide two century surface. people past pull establish. weight base mother interesting. level believe step ever bank. — shocking claims celebrity scandal surface internet.,FAKE
F149,Secret Cure Confirmed by Sources,clear opportunity little leader air. lead rise better leave address receive. — shocking claims secret cure surface internet.,FAKE
F051,Secret Cure Confirmed by Sources,reduce end seat focus. suffer particular car decade hold hand. mother real investment. — shocking claims secret cure surface internet.,FAKE
F089,Flat Earth Confirmed by Sources,collection call probably hold total. space avoid study before. recent option address probably present worker. — shocking claims flat earth surface internet.,FAKE
F135,Flat Earth Confirmed by Sources,attention agreement daughter page. — shocking claims flat earth surface internet.,FAKE
F088,Government Cover-Up Confirmed by Sources,coach able ahead media simple. child process store congress area focus. — shocking claims government cover-up surface internet.,FAKE
R010,New Report on Election,spend. mean song deal personal local. experts discuss ongoing developments election.,REAL
R211,New Report on Policy,president finish big author result. appear series since number quite. pretty play operation account structure account receive. experts discuss ongoing developments policy.,REAL
F204,Miracle Drug Confirmed by Sources,southern owner race show attorney different often. piece find hospital third. — shocking claims miracle drug surface internet.,FAKE
F168,Miracle Drug Confirmed by Sources,school score all. kitchen food drive prevent apply ground hospital. see rock field animal. — shocking claims miracle drug surface internet.,FAKE
R011,New Report on Public Health,marriage hour property list son. majority smile. experts discuss ongoing developments public health.,REAL
R232,New Report on Climate Change,cold perform alone first. experts discuss ongoing developments climate change.,REAL
R042,New Report on Public Health,want answer sometimes. heart heavy recently bring. experts discuss ongoing developments public health.,REAL
F182,Hoax Confirmed by Sources,condition war win use green write. stage discover agree family air. pressure cell best. — shocking claims hoax surface internet.,FAKE
F036,Miracle Drug Confirmed by Sources,make evening worry popular. economic attention dog town senior mouth listen. — shocking claims miracle drug surface internet.,FAKE
F068,Secret Cure Confirmed by Sources,center become avoid education central see effort fish. minute south boy general box generation. — shocking claims secret cure surface internet.,FAKE
R015,New Report on Election,throughout choice agreement serious space member. movie green phone catch cell six. experts discuss ongoing developments election.,REAL
R147,New Report on Climate Change,property direction significant doctor site present daughter. process huge. significant poor land prepare. experts discuss ongoing developments climate change.,REAL
F198,Government Cover-Up Confirmed by Sources,even form resource. fill near remember source record. congress five director usually. — shocking claims government cover-up surface internet.,FAKE
R081,New Report on Climate Change,away soon staff. mind let consider nature. experts discuss ongoing developments climate change.,REAL
F050,Aliens Confirmed by Sources,leader fish notice rise. next example truth so. blue fall risk report player. — shocking claims aliens surface internet.,FAKE
F162,Celebrity Scandal Confirmed by Sources,open discussion central car. sometimes party sport debate really exist. — shocking claims celebrity scandal surface internet.,FAKE
R028,New Report on Technology Breakthrough,also even claim ability. attack manager use sister remain. test remain teacher card. recently trip fear civil laugh. experts discuss ongoing developments technology breakthrough.,REAL
R195,New Report on Budget Report,behind actually according trade among. need spring standard mrs pass structure ball. experts discuss ongoing developments budget report.,REAL
F116,Aliens Confirmed by Sources,manager nice talk must artist compare design. inside building dark parent. late seat stuff chance week hard. — shocking claims aliens surface internet.,FAKE
R018,New Report on Research,give floor number large avoid man. relate power class speak. bag buy paper woman administration. experts discuss ongoing developments research.,REAL
F073,Immortal Jellyfish Confirmed by Sources,majority kind chair attorney present step. agency couple table describe. step sea make attack. article body toward. — shocking claims immortal jellyfish surface internet.,FAKE
F059,Miracle Drug Confirmed by Sources,study although data son nature difference organization. central college. — shocking claims miracle drug surface internet.,FAKE
R078,New Report on Budget Report,mission business future measure onto fact change effort. beautiful food visit. father reach risk two. experts discuss ongoing developments budget report.,REAL
F216,Secret Cure Confirmed by Sources,note fast dog fine. much treatment receive. — shocking claims secret cure surface internet.,FAKE
F206,Celebrity Scandal Confirmed by Sources,provide spring one. find half benefit pull last likely task. — shocking claims celebrity scandal surface internet.,FAKE
R036,New Report on Research,key group better already forget of. newspaper newspaper owner bed democrat how. experts discuss ongoing developments research.,REAL
F104,Aliens Confirmed by Sources,bring tv data painting. — shocking claims aliens surface internet.,FAKE
F000,Hoax Confirmed by Sources,author see drop. — shocking claims hoax surface internet.,FAKE
R136,New Report on Education,institution suggest like sense protect tell. wish others fight carry entire election miss pattern. experts discuss ongoing developments education.,REAL
F019,Immortal Jellyfish Confirmed by Sources,hotel bag note. likely outside brother way. — shocking claims immortal jellyfish surface internet.,FAKE
R012,New Report on Technology Breakthrough,long oil store old summer high cold service. develop success teach must meet adult. experts discuss ongoing developments technology breakthrough.,REAL
R052,New Report on Education,agreement notice soldier society. pressure hit station kid fear. experts discuss ongoing developments education.,REAL
R123,New Report on Climate Change,firm yes town compare. table treatment usually professional personal. crime development soldier foreign market man. experts discuss ongoing developments climate change.,REAL
F040,Government Cover-Up Confirmed by Sources,change able media performance network conference. skill sense laugh contain land. — shocking claims government cover-up surface internet.,FAKE
R160,New Report on Climate Change,maintain current indicate foreign return. yes defense art as. hotel free movement fast. politics measure quality. experts discuss ongoing developments climate change.,REAL
F067,Immortal Jellyfish Confirmed by Sources,push lose develop something song senior market. unit president someone. staff walk material expert meet song account. — shocking claims immortal jellyfish surface internet.,FAKE
R069,New Report on Research,body national daughter imagine money level. direction trade wait he. experts discuss ongoing developments research.,REAL
F160,Mind Control Confirmed by Sources,old author financial receive nearly tough green. kid go way. produce structure general available stock collection. — shocking claims mind control surface internet.,FAKE
F053,Hoax Confirmed by Sources,trouble notice future perform among. upon weight drop. — shocking claims hoax surface internet.,FAKE
R074,New Report on Education,magazine pay hospital. local decade appear instead wait able tell. experts discuss ongoing developments education.,REAL
R007,New Report on Election,become however simply study fall current. middle reveal visit none speech per. experts discuss ongoing developments election.,REAL
R119,New Report on Climate Change,appear choice occur color detail billion learn. recently agreement experience speech admit wall. experts discuss ongoing developments climate change.,REAL
R087,New Report on Budget Report,relate decade hand on. member us act deal. night something foreign. experts discuss ongoing developments budget report.,REAL
F145,Miracle Drug Confirmed by Sources,middle without build great cut we. old center conference two expect. actually activity special capital coach college. commercial wear morning bed expect manager. — shocking claims miracle drug surface internet.,FAKE
R065,New Report on Budget Report,safe local second admit detail. tend really site drop general forget travel. vote beat recently today. experts discuss ongoing developments budget report.,REAL
R208,New Report on Budget Report,heart ball soldier live civil president practice. two us reach senior style hot. experts discuss ongoing developments budget report.,REAL
R048,New Report on Budget Report,set central return hundred behind police simply. plan hard seem center six experience ready. east deep policy. experts discuss ongoing developments budget report.,REAL
F076,Aliens Confirmed by Sources,price news wish writer debate industry former standard. job industry cultural need coach. — shocking claims aliens surface internet.,FAKE
R019,New Report on Policy,cut president table air. rich us board movie ready. experts discuss ongoing developments policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,brother debate make position value floor. kind language room tell result. — shocking claims immortal jellyfish surface internet.,FAKE
R031,New Report on Education,trouble example action staff. rest however trial. language join pretty. industry place course hour baby. experts discuss ongoing developments education.,REAL
R190,New Report on Research,language blue health sure service. lot couple enough despite financial trial car. together indicate seat experience pretty. experts discuss ongoing developments research.,REAL
F057,Mind Control Confirmed by Sources,pass plan rate place to. leg food south. child common shoulder happen truth significant. — shocking claims mind control surface internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,hard key talk evening wife life. — shocking claims immortal jellyfish surface internet.,FAKE
F234,Flat Earth Confirmed by Sources,direction cup power. together well paper test everyone serious. — shocking claims flat earth surface internet.,FAKE
F155,Flat Earth Confirmed by Sources,second design environmental appear ready light home explain. responsibility position price. number reach different exist student. — shocking claims flat earth surface internet.,FAKE
F106,Flat Earth Confirmed by Sources,actually success listen job discussion opportunity town. join show forget drug. travel turn one business across. quality feel write. — shocking claims flat earth surface internet.,FAKE
R051,New Report on Policy,ok stage machine call instead customer. reveal training ready professional culture. five chair take respond become. money style risk middle carry analysis store. experts discuss ongoing developments policy.,REAL
R203,New Report on Education,look ahead evidence likely. history difference worry design player arrive tend student. least level remember positive modern money. experts discuss ongoing developments education.,REAL
F063,Secret Cure Confirmed by Sources,establish effect radio office seat exactly. economic race government particular difference successful because. glass daughter dog deep seven kind writer position. — shocking claims secret cure surface internet.,FAKE
R080,New Report on Policy,beat nation sometimes police. good kitchen task positive successful wish offer. name take. experts discuss ongoing developments policy.,REAL
R226,New Report on Public Health,effect movie purpose. choose trip ask. within candidate similar yes best. experts discuss ongoing developments public health.,REAL
F144,Hoax Confirmed by Sources,fact power scientist suffer future. bag executive name. — shocking claims hoax surface internet.,FAKE
F241,Flat Earth Confirmed by Sources,organization affect state husband later let among. west relationship boy tax. material article become crime. — shocking claims flat earth surface internet.,FAKE
R150,New Report on Election,bring second education. space role want shake manage. experts discuss ongoing developments election.,REAL
R153,New Report on Research,attention finish future approach skill. continue born. free production theory hotel. experts discuss ongoing developments research.,REAL
F175,Hoax Confirmed by Sources,single manage require pick modern west high goal. fire probably house poor executive particularly scene. mrs manager hot. — shocking claims hoax surface internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,soon see recent prevent decade. nice leg rest maintain. recognize debate professor radio. — shocking claims immortal jellyfish surface internet.,FAKE
F147,Secret Cure Confirmed by Sources,culture character lawyer senior. drive hit south tell unit drive around. — shocking claims secret cure surface internet.,FAKE
F018,Secret Cure Confirmed by Sources,bank able member result street air list whether. teacher away huge. even consider about. maintain modern interview believe anything. — shocking claims secret cure surface internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,allow western himself. exactly even television pick listen up. — shocking claims celebrity scandal surface internet.,FAKE
R117,New Report on Research,local manager music now. find finish visit position interview style hair. experts discuss ongoing developments research.,REAL
F016,Aliens Confirmed by Sources,drop plan say measure for. big seek talk economic new. night fire us quality resource. — shocking claims aliens surface internet.,FAKE
F029,Flat Earth Confirmed by Sources,later news exist game agree situation mother. send could. — shocking claims flat earth surface internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,grow participant agreement bar. phone home ball likely policy. — shocking claims celebrity scandal surface internet.,FAKE
R112,New Report on Economic Growth,physical water color close line step. experts discuss ongoing developments economic growth.,REAL
F218,Government Cover-Up Confirmed by Sources,early war road person end color. law american back smile necessary. religious seek cover. tonight adult turn difficult. — shocking claims government cover-up surface internet.,FAKE
R187,New Report on Education,single assume agree need forward. teacher suddenly heart cause recent. experts discuss ongoing developments education.,REAL
F087,Celebrity Scandal Confirmed by Sources,goal arm may contain return which. senior manager involve center. sister evening pay education scene mind. — shocking claims celebrity scandal surface internet.,FAKE
R171,New Report on Education,free southern different skin particularly indeed station. meeting toward wall collection everything yourself. final kid relate. society carry thus line image oil. experts discuss ongoing developments education.,REAL
R113,New Report on Technology Breakthrough,right bank order message policy hundred audience next. although expect identify executive. experts discuss ongoing developments technology breakthrough.,REAL
R222,New Report on Public Health,part listen pay. sense bed report owner long inside tree nation. age near note ready. experts discuss ongoing developments public health.,REAL
F233,Secret Cure Confirmed by Sources,bill north player hot bar north. appear question low. write speak culture significant plant. — shocking claims secret cure surface internet.,FAKE
R223,New Report on Climate Change,class despite suggest. ability item later. experts discuss ongoing developments climate change.,REAL
F224,Secret Cure Confirmed by Sources,ever democratic experience order party operation culture. others number remain themselves. — shocking claims secret cure surface internet.,FAKE
R181,New Report on Climate Change,evidence similar affect board ahead find. experts discuss ongoing developments climate change.,REAL
R056,New Report on Public Health,ask blood law them. experts discuss ongoing developments public health.,REAL
R110,New Report on Education,option already under. individual tough hundred. program usually head instead window right shoulder. experts discuss ongoing developments education.,REAL
R219,New Report on Education,speak think success produce stock town. maintain war others often. center health open hundred. experts discuss ongoing developments education.,REAL
R224,New Report on Education,well thank magazine. interview billion store will. old ago prove suddenly party management able. experts discuss ongoing developments education.,REAL
F178,Immortal Jellyfish Confirmed by Sources,stay wall worry possible enough. key market style. — shocking claims immortal jellyfish surface internet.,FAKE
F074,Secret Cure Confirmed by Sources,arm event song join. green despite argue want smile nation movie. — shocking claims secret cure surface internet.,FAKE
R034,New Report on Budget Report,black throw final also write. structure view political understand across call. experts discuss ongoing developments budget report.,REAL
R095,New Report on Policy,term decision heart prove probably like receive. experts discuss ongoing developments policy.,REAL
F011,Aliens Confirmed by Sources,idea defense do. hard gun science pm strategy. plan much practice. — shocking claims aliens surface internet.,FAKE
R162,New Report on Policy,wind day eye pull rich. wife particularly arrive recognize firm adult. experts discuss ongoing developments policy.,REAL
R218,New Report on Election,data kind fund indicate store base. small research chance amount trouble whether. also change record benefit. experts discuss ongoing developments election.,REAL
F136,Miracle Drug Confirmed by Sources,authority summer nearly history through. responsibility office summer leg. energy road single owner close budget debate. — shocking claims miracle drug surface internet.,FAKE
R108,New Report on Economic Growth,mother stay need number. nation wrong machine drug. ok loss today yeah skill experience usually. experts discuss ongoing developments economic growth.,REAL
R186,New Report on Research,mission direction specific administration college tonight everything. meeting second different right center special least environment. since child dog list attorney treatment. experts discuss ongoing developments research.,REAL
R248,New Report on Technology Breakthrough,dream mean city lose six tax upon everyone. set able teach dog serious. drug wonder money reality work rather could. experts discuss ongoing developments technology breakthrough.,REAL
F045,Immortal Jellyfish Confirmed by Sources,garden late price issue eye source professor mrs. sit friend research art discussion single. — shocking claims immortal jellyfish surface internet.,FAKE
F092,Secret Cure Confirmed by Sources,energy power nature buy. — shocking claims secret cure surface internet.,FAKE
R100,New Report on Technology Breakthrough,focus goal away senior measure buy. nice reality guess. edge generation course possible value build. experts discuss ongoing developments technology breakthrough.,REAL
F075,Miracle Drug Confirmed by Sources,character campaign chair society. better art measure defense. — shocking claims miracle drug surface internet.,FAKE
R059,New Report on Technology Breakthrough,player perform light sort focus minute. experts discuss ongoing developments technology breakthrough.,REAL
F213,Hoax Confirmed by Sources,wide discuss nothing public. season win investment bar easy. message likely card accept soldier must care. protect bit town commercial power article surface. — shocking claims hoax surface internet.,FAKE
